number,multiplier,addend,total,exponent,target
171,22114664.641880024284546379931271076202392578125,312033050.238515847342569031752645969390869140625,4093640704,26,61
171,33171996.9628200364268195698969066143035888671875,501604007.3577737710138535476289689540863037109375,6174015488,28,23
171,49757995.44423005464022935484535992145538330078125,886623739.03666065652078032144345343112945556640625,9395240960,28,35
171,74636993.166345081960344032268039882183074951171875,1464153336.554990984781170482165180146694183349609375,14227079168,28,53
171,111955489.7495176229405160484020598232746124267578125,2330447732.8324864771717557232477702200412750244140625,21474836480,32,5
171,167933234.62427643441077407260308973491191864013671875,5643155247.24872971575763358487165533006191253662109375,34359738368,35,1
457,3,1,1372,2,343
457,4.5,3.5,2060,2,515
457,6.75,7.25,3092,2,773
457,10.125,12.875,4640,5,145
457,15.1875,35.3125,6976,6,109
457,22.78125,84.96875,10496,8,41
457,34.171875,255.453125,15872,9,31
457,51.2578125,639.1796875,24064,9,47
457,76.88671875,1214.76953125,36352,9,71
457,115.330078125,2078.154296875,54784,9,107
457,172.9951171875,3373.2314453125,82432,9,161
457,259.49267578125,5315.84716796875,123904,10,121
457,389.239013671875,8485.770751953125,186368,11,91
457,583.8585205078125,13752.6561279296875,280576,11,137
457,875.78778076171875,21652.98419189453125,421888,12,103
457,1313.681671142578125,34527.476287841796875,634880,12,155
457,1970.5225067138671875,53839.2144317626953125,954368,12,233
457,2955.78376007080078125,82806.82164764404296875,1433600,13,175
457,4433.675640106201171875,128306.232471466064453125,2154496,13,263
457,6650.5134601593017578125,196555.3487071990966796875,3235840,13,395
457,9975.77019023895263671875,298929.02306079864501953125,4857856,13,593
457,14963.655285358428955078125,452489.534591197967529296875,7290880,14,445
457,22445.4829280376434326171875,686926.3018867969512939453125,10944512,16,167
457,33668.22439205646514892578125,1063157.45283019542694091796875,16449536,16,251
457,50502.336588084697723388671875,1627504.179245293140411376953125,24707072,16,377
457,75753.5048821270465850830078125,2474024.2688679397106170654296875,37093376,17,283
457,113630.25732319056987762451171875,3776572.40330190956592559814453125,55705600,17,425
457,170445.385984785854816436767578125,5730394.604952864348888397216796875,83623936,18,319
457,255668.0789771787822246551513671875,8726663.9074292965233325958251953125,125566976,18,479
457,383502.11846576817333698272705078125,13221067.86114394478499889373779296875,188481536,18,719
457,575253.177698652260005474090576171875,19962673.791715917177498340606689453125,282853376,18,1079
457,862879.7665479783900082111358642578125,30075082.6875738757662475109100341796875,424411136,18,1619
457,1294319.64982196758501231670379638671875,45243696.03136081364937126636505126953125,636747776,18,2429
457,1941479.474732951377518475055694580078125,67996616.047041220474056899547576904296875,955252736,20,911
457,2912219.2120994270662777125835418701171875,102519212.0705618307110853493213653564453125,1433403392,20,1367
457,4368328.81814914059941656887531280517578125,154303106.10584274606662802398204803466796875,2150629376,20,2051
457,6552493.227223710899124853312969207763671875,231978947.158764119099942035973072052001953125,3226468352,20,3077
457,9828739.8408355663486872799694538116455078125,348492708.7381461786499130539596080780029296875,4840226816,23,577
457,14743109.76125334952303091995418071746826171875,526933367.10721926797486958093941211700439453125,7264534528,24,433
457,22114664.641880024284546379931271076202392578125,798788658.660828901962304371409118175506591796875,10905190400,25,325
457,33171996.9628200364268195698969066143035888671875,1214960203.9912433529434565571136772632598876953125,16374562816,28,61
457,49757995.44423005464022935484535992145538330078125,1956658033.98686502941518483567051589488983154296875,24696061952,30,23
457,74636993.166345081960344032268039882183074951171875,3471857962.980297544122777253505773842334747314453125,37580963840,30,35
457,111955489.7495176229405160484020598232746124267578125,5744657856.4704463161841658802586607635021209716796875,56908316672,30,53
457,167933234.62427643441077407260308973491191864013671875,9153857696.70566947427624882038799114525318145751953125,85899345920,34,5
457,251899851.936414651616161108904634602367877960205078125,22320721137.058504211414373230581986717879772186279296875,137438953472,37,1
387,3,1,1162,1,581
387,4.5,2.5,1744,4,109
387,6.75,11.75,2624,6,41
387,10.125,49.625,3968,7,31
387,15.1875,138.4375,6016,7,47
387,22.78125,271.65625,9088,7,71
387,34.171875,471.484375,13696,7,107
387,51.2578125,771.2265625,20608,7,161
387,76.88671875,1220.83984375,30976,8,121
387,115.330078125,1959.259765625,46592,9,91
387,172.9951171875,3194.8896484375,70144,9,137
387,259.49267578125,5048.33447265625,105472,10,103
387,389.239013671875,8084.501708984375,158720,10,155
387,583.8585205078125,12638.7525634765625,238592,10,233
387,875.78778076171875,19470.12884521484375,358400,11,175
387,1313.681671142578125,30229.193267822265625,538624,11,263
387,1970.5225067138671875,46367.7899017333984375,808960,11,395
387,2955.78376007080078125,70575.68485260009765625,1214464,11,593
387,4433.675640106201171875,106887.527278900146484375,1822720,12,445
387,6650.5134601593017578125,162379.2909183502197265625,2736128,14,167
387,9975.77019023895263671875,251760.93637752532958984375,4112384,14,251
387,14963.655285358428955078125,385833.404566287994384765625,6176768,14,377
387,22445.4829280376434326171875,586942.1068494319915771484375,9273344,15,283
387,33668.22439205646514892578125,896797.16027414798736572265625,13926400,15,425
387,50502.336588084697723388671875,1361579.740411221981048583984375,20905984,16,319
387,75753.5048821270465850830078125,2075137.6106168329715728759765625,31391744,16,479
387,113630.25732319056987762451171875,3145474.41592524945735931396484375,47120384,16,719
387,170445.385984785854816436767578125,4750979.623887874186038970947265625,70713344,16,1079
387,255668.0789771787822246551513671875,7159237.4358318112790584564208984375,106102784,16,1619
387,383502.11846576817333698272705078125,10771624.15374771691858768463134765625,159186944,16,2429
387,575253.177698652260005474090576171875,16190204.230621575377881526947021484375,238813184,18,911
387,862879.7665479783900082111358642578125,24416378.3459323630668222904205322265625,358350848,18,1367
387,1294319.64982196758501231670379638671875,36755639.51889854460023343563079833984375,537657344,18,2051
387,1941479.474732951377518475055694580078125,55264531.278347816900350153446197509765625,806617088,18,3077
387,2912219.2120994270662777125835418701171875,83027868.9175217253505252301692962646484375,1210056704,21,577
387,4368328.81814914059941656887531280517578125,125590379.37628258802578784525394439697265625,1816133632,22,433
387,6552493.227223710899124853312969207763671875,190482721.064423882038681767880916595458984375,2726297600,23,325
387,9828739.8408355663486872799694538116455078125,289918385.5966358230580226518213748931884765625,4093640704,26,61
387,14743109.76125334952303091995418071746826171875,468432010.39495373458703397773206233978271484375,6174015488,28,23
387,22114664.641880024284546379931271076202392578125,836865743.592430601880550966598093509674072265625,9395240960,28,35
387,33171996.9628200364268195698969066143035888671875,1389516343.3886459028208264498971402645111083984375,14227079168,28,53
387,49757995.44423005464022935484535992145538330078125,2218492243.08296885423123967484571039676666259765625,21474836480,32,5
387,74636993.166345081960344032268039882183074951171875,5475222012.624453281346859512268565595149993896484375,34359738368,35,1
291,3,1,874,1,437
291,4.5,2.5,1312,5,41
291,6.75,19.75,1984,6,31
291,10.125,61.625,3008,6,47
291,15.1875,124.4375,4544,6,71
291,22.78125,218.65625,6848,6,107
291,34.171875,359.984375,10304,6,161
291,51.2578125,571.9765625,15488,7,121
291,76.88671875,921.96484375,23296,8,91
291,115.330078125,1510.947265625,35072,8,137
291,172.9951171875,2394.4208984375,52736,9,103
291,259.49267578125,3847.63134765625,79360,9,155
291,389.239013671875,6027.447021484375,119296,9,233
291,583.8585205078125,9297.1705322265625,179200,10,175
291,875.78778076171875,14457.75579833984375,269312,10,263
291,1313.681671142578125,22198.633697509765625,404480,10,395
291,1970.5225067138671875,33809.9505462646484375,607232,10,593
291,2955.78376007080078125,51226.92581939697265625,911360,11,445
291,4433.675640106201171875,77864.388729095458984375,1368064,13,167
291,6650.5134601593017578125,120892.5830936431884765625,2056192,13,251
291,9975.77019023895263671875,185434.87464046478271484375,3088384,13,377
291,14963.655285358428955078125,282248.311960697174072265625,4636672,14,283
291,22445.4829280376434326171875,431564.4679410457611083984375,6963200,14,425
291,33668.22439205646514892578125,655538.70191156864166259765625,10452992,15,319
291,50502.336588084697723388671875,999692.052867352962493896484375,15695872,15,479
291,75753.5048821270465850830078125,1515922.0793010294437408447265625,23560192,15,719
291,113630.25732319056987762451171875,2290267.11895154416561126708984375,35356672,15,1079
291,170445.385984785854816436767578125,3451784.678427316248416900634765625,53051392,15,1619
291,255668.0789771787822246551513671875,5194061.0176409743726253509521484375,79593472,15,2429
291,383502.11846576817333698272705078125,7807475.52646146155893802642822265625,119406592,17,911
291,575253.177698652260005474090576171875,11776749.289692192338407039642333984375,179175424,17,1367
291,862879.7665479783900082111358642578125,17730659.9345382885076105594635009765625,268828672,17,2051
291,1294319.64982196758501231670379638671875,26661525.90180743276141583919525146484375,403308544,17,3077
291,1941479.474732951377518475055694580078125,40057824.852711149142123758792877197265625,605028352,20,577
291,2912219.2120994270662777125835418701171875,60611025.2790667237131856381893157958984375,908066816,21,433
291,4368328.81814914059941656887531280517578125,91965113.91860008556977845728397369384765625,1363148800,22,325
291,6552493.227223710899124853312969207763671875,140044822.877900128354667685925960540771484375,2046820352,25,61
291,9828739.8408355663486872799694538116455078125,226844450.3168501925320015288889408111572265625,3087007744,27,23
291,14743109.76125334952303091995418071746826171875,407375539.47527528879800229333341121673583984375,4697620480,27,35
291,22114664.641880024284546379931271076202392578125,678172173.212912933197003440000116825103759765625,7113539584,27,53
291,33171996.9628200364268195698969066143035888671875,1084367123.8193693997955051600001752376556396484375,10737418240,31,5
291,49757995.44423005464022935484535992145538330078125,2700292509.72905409969325774000026285648345947265625,17179869184,34,1
165,3,1,496,4,31
165,4.5,9.5,752,4,47
165,6.75,22.25,1136,4,71
165,10.125,41.375,1712,4,107
165,15.1875,70.0625,2576,4,161
165,22.78125,113.09375,3872,5,121
165,34.171875,185.640625,5824,6,91
165,51.2578125,310.4609375,8768,6,137
165,76.88671875,497.69140625,13184,7,103
165,115.330078125,810.537109375,19840,7,155
165,172.9951171875,1279.8056640625,29824,7,233
165,259.49267578125,1983.70849609375,44800,8,175
165,389.239013671875,3103.562744140625,67328,8,263
165,583.8585205078125,4783.3441162109375,101120,8,395
165,875.78778076171875,7303.01617431640625,151808,8,593
165,1313.681671142578125,11082.524261474609375,227840,9,445
165,1970.5225067138671875,16879.7863922119140625,342016,11,167
165,2955.78376007080078125,26343.67958831787109375,514048,11,251
165,4433.675640106201171875,40539.519382476806640625,772096,11,377
165,6650.5134601593017578125,61833.2790737152099609375,1159168,12,283
165,9975.77019023895263671875,94797.91861057281494140625,1740800,12,425
165,14963.655285358428955078125,144244.877915859222412109375,2613248,13,319
165,22445.4829280376434326171875,220463.3168737888336181640625,3923968,13,479
165,33668.22439205646514892578125,334790.97531068325042724609375,5890048,13,719
165,50502.336588084697723388671875,506282.462966024875640869140625,8839168,13,1079
165,75753.5048821270465850830078125,763519.6944490373134613037109375,13262848,13,1619
165,113630.25732319056987762451171875,1149375.54167355597019195556640625,19898368,13,2429
165,170445.385984785854816436767578125,1728159.312510333955287933349609375,29851648,15,911
165,255668.0789771787822246551513671875,2608622.9687655009329319000244140625,44793856,15,1367
165,383502.11846576817333698272705078125,3929318.45314825139939785003662109375,67207168,15,2051
165,575253.177698652260005474090576171875,5910361.679722377099096775054931640625,100827136,15,3077
165,862879.7665479783900082111358642578125,8881926.5195835656486451625823974609375,151257088,18,577
165,1294319.64982196758501231670379638671875,13453961.77937534847296774387359619140625,227016704,19,433
165,1941479.474732951377518475055694580078125,20443086.669063022709451615810394287109375,340787200,20,325
165,2912219.2120994270662777125835418701171875,31188918.0035945340641774237155914306640625,511705088,23,61
165,4368328.81814914059941656887531280517578125,50977681.00539180109626613557338714599609375,771751936,25,23
165,6552493.227223710899124853312969207763671875,93243737.508087701644399203360080718994140625,1174405120,25,35
165,9828739.8408355663486872799694538116455078125,156642822.2621315524665988050401210784912109375,1778384896,25,53
165,14743109.76125334952303091995418071746826171875,251741449.39319732869989820756018161773681640625,2684354560,29,5
165,22114664.641880024284546379931271076202392578125,646047630.089795993049847311340272426605224609375,4294967296,32,1
231,3,1,694,1,347
231,4.5,2.5,1042,1,521
231,6.75,4.75,1564,2,391
231,10.125,9.125,2348,2,587
231,15.1875,15.6875,3524,2,881
231,22.78125,25.53125,5288,3,661
231,34.171875,42.296875,7936,8,31
231,51.2578125,191.4453125,12032,8,47
231,76.88671875,415.16796875,18176,8,71
231,115.330078125,750.751953125,27392,8,107
231,172.9951171875,1254.1279296875,41216,8,161
231,259.49267578125,2009.19189453125,61952,9,121
231,389.239013671875,3269.787841796875,93184,10,91
231,583.8585205078125,5416.6817626953125,140288,10,137
231,875.78778076171875,8637.02264404296875,210944,11,103
231,1313.681671142578125,13979.533966064453125,317440,11,155
231,1970.5225067138671875,21993.3009490966796875,477184,11,233
231,2955.78376007080078125,34013.95142364501953125,716800,12,175
231,4433.675640106201171875,53068.927135467529296875,1077248,12,263
231,6650.5134601593017578125,81651.3907032012939453125,1617920,12,395
231,9975.77019023895263671875,124525.08605480194091796875,2428928,12,593
231,14963.655285358428955078125,188835.629082202911376953125,3645440,13,445
231,22445.4829280376434326171875,287349.4436233043670654296875,5472256,15,167
231,33668.22439205646514892578125,447408.16543495655059814453125,8224768,15,251
231,50502.336588084697723388671875,687496.248152434825897216796875,12353536,15,377
231,75753.5048821270465850830078125,1047628.3722286522388458251953125,18546688,16,283
231,113630.25732319056987762451171875,1604210.55834297835826873779296875,27852800,16,425
231,170445.385984785854816436767578125,2439083.837514467537403106689453125,41811968,17,319
231,255668.0789771787822246551513671875,3724161.7562717013061046600341796875,62783488,17,479
231,383502.11846576817333698272705078125,5651778.63440755195915699005126953125,94240768,17,719
231,575253.177698652260005474090576171875,8543203.951611327938735485076904296875,141426688,17,1079
231,862879.7665479783900082111358642578125,12880341.9274169919081032276153564453125,212205568,17,1619
231,1294319.64982196758501231670379638671875,19386048.89112548786215484142303466796875,318373888,17,2429
231,1941479.474732951377518475055694580078125,29144609.336688231793232262134552001953125,477626368,19,911
231,2912219.2120994270662777125835418701171875,43979058.0050323476898483932018280029296875,716701696,19,1367
231,4368328.81814914059941656887531280517578125,66230731.00754852153477258980274200439453125,1075314688,19,2051
231,6552493.227223710899124853312969207763671875,99608240.511322782302158884704113006591796875,1613234176,19,3077
231,9828739.8408355663486872799694538116455078125,149674504.7669841734532383270561695098876953125,2420113408,22,577
231,14743109.76125334952303091995418071746826171875,226608909.15047626017985749058425426483154296875,3632267264,23,433
231,22114664.641880024284546379931271076202392578125,344107667.725714390269786235876381397247314453125,5452595200,24,325
231,33171996.9628200364268195698969066143035888671875,524550109.5885715854046793538145720958709716796875,8187281408,27,61
231,49757995.44423005464022935484535992145538330078125,853934028.38285737810701903072185814380645751953125,12348030976,29,23
231,74636993.166345081960344032268039882183074951171875,1549336498.574286067160528546082787215709686279296875,18790481920,29,35
231,111955489.7495176229405160484020598232746124267578125,2592440203.8614291007407928191241808235645294189453125,28454158336,29,53
231,167933234.62427643441077407260308973491191864013671875,4157095761.79214365111118922868627123534679412841796875,42949672960,33,5
231,251899851.936414651616161108904634602367877960205078125,10530610938.688215476666783843029406853020191192626953125,68719476736,36,1
411,3,1,1234,1,617
411,4.5,2.5,1852,2,463
411,6.75,5.75,2780,2,695
411,10.125,10.625,4172,2,1043
411,15.1875,17.9375,6260,2,1565
411,22.78125,28.90625,9392,4,587
411,34.171875,51.359375,14096,4,881
411,51.2578125,85.0390625,21152,5,661
411,76.88671875,143.55859375,31744,10,31
411,115.330078125,727.337890625,48128,10,47
411,172.9951171875,1603.0068359375,72704,10,71
411,259.49267578125,2916.51025390625,109568,10,107
411,389.239013671875,4886.765380859375,164864,10,161
411,583.8585205078125,7842.1480712890625,247808,11,121
411,875.78778076171875,12787.22210693359375,372736,12,91
411,1313.681671142578125,21228.833160400390625,561152,12,137
411,1970.5225067138671875,33891.2497406005859375,843776,13,103
411,2955.78376007080078125,54932.87461090087890625,1269760,13,155
411,4433.675640106201171875,86495.311916351318359375,1908736,13,233
411,6650.5134601593017578125,133838.9678745269775390625,2867200,14,175
411,9975.77019023895263671875,208950.45181179046630859375,4308992,14,263
411,14963.655285358428955078125,321617.677717685699462890625,6471680,14,395
411,22445.4829280376434326171875,490618.5165765285491943359375,9715712,14,593
411,33668.22439205646514892578125,744119.77486479282379150390625,14581760,15,445
411,50502.336588084697723388671875,1132563.662297189235687255859375,21889024,17,167
411,75753.5048821270465850830078125,1764381.4934457838535308837890625,32899072,17,251
411,113630.25732319056987762451171875,2712108.24016867578029632568359375,49414144,17,377
411,170445.385984785854816436767578125,4133698.360253013670444488525390625,74186752,18,283
411,255668.0789771787822246551513671875,6331619.5403795205056667327880859375,111411200,18,425
411,383502.11846576817333698272705078125,9628501.31056928075850009918212890625,167247872,19,319
411,575253.177698652260005474090576171875,14704895.965853921137750148773193359375,251133952,19,479
411,862879.7665479783900082111358642578125,22319487.9487808817066252231597900390625,376963072,19,719
411,1294319.64982196758501231670379638671875,33741375.92317132255993783473968505859375,565706752,19,1079
411,1941479.474732951377518475055694580078125,50874207.884756983839906752109527587890625,848822272,19,1619
411,2912219.2120994270662777125835418701171875,76573455.8271354757598601281642913818359375,1273495552,19,2429
411,4368328.81814914059941656887531280517578125,115122327.74070321363979019224643707275390625,1910505472,21,911
411,6552493.227223710899124853312969207763671875,173732067.611054820459685288369655609130859375,2866806784,21,1367
411,9828739.8408355663486872799694538116455078125,261646677.4165822306895279325544834136962890625,4301258752,21,2051
411,14743109.76125334952303091995418071746826171875,393518592.12487334603429189883172512054443359375,6452936704,21,3077
411,22114664.641880024284546379931271076202392578125,591326464.187310019051437848247587680816650390625,9680453632,24,577
411,33171996.9628200364268195698969066143035888671875,895378304.2809650285771567723713815212249755859375,14529069056,25,433
411,49757995.44423005464022935484535992145538330078125,1359844672.42144754286573515855707228183746337890625,21810380800,26,325
411,74636993.166345081960344032268039882183074951171875,2073321440.632171314298602737835608422756195068359375,32749125632,29,61
411,111955489.7495176229405160484020598232746124267578125,3378417616.9482569714479041067534126341342926025390625,49392123904,31,23
411,167933234.62427643441077407260308973491191864013671875,6141368249.42238545717185616013011895120143890380859375,75161927680,31,35
411,251899851.936414651616161108904634602367877960205078125,10285794198.133578185757784240195178426802158355712890625,113816633344,31,53
411,377849777.9046219774242416633569519035518169403076171875,16502433121.2003672786366763602927676402032375335693359375,171798691840,35,5
411,566774666.85693296613636249503542785532772541046142578125,41933518865.80055091795501454043915146030485630035400390625,274877906944,38,1
487,3,1,1462,1,731
487,4.5,2.5,2194,1,1097
487,6.75,4.75,3292,2,823
487,10.125,9.125,4940,2,1235
487,15.1875,15.6875,7412,2,1853
487,22.78125,25.53125,11120,4,695
487,34.171875,46.296875,16688,4,1043
487,51.2578125,77.4453125,25040,4,1565
487,76.88671875,124.16796875,37568,6,587
487,115.330078125,218.251953125,56384,6,881
487,172.9951171875,359.3779296875,84608,7,661
487,259.49267578125,603.06689453125,126976,12,31
487,389.239013671875,2952.600341796875,192512,12,47
487,583.8585205078125,6476.9005126953125,290816,12,71
487,875.78778076171875,11763.35076904296875,438272,12,107
487,1313.681671142578125,19693.026153564453125,659456,12,161
487,1970.5225067138671875,31587.5392303466796875,991232,13,121
487,2955.78376007080078125,51477.30884552001953125,1490944,14,91
487,4433.675640106201171875,85407.963268280029296875,2244608,14,137
487,6650.5134601593017578125,136303.9449024200439453125,3375104,15,103
487,9975.77019023895263671875,220839.91735363006591796875,5079040,15,155
487,14963.655285358428955078125,347643.876030445098876953125,7634944,15,233
487,22445.4829280376434326171875,537849.8140456676483154296875,11468800,16,175
487,33668.22439205646514892578125,839542.72106850147247314453125,17235968,16,263
487,50502.336588084697723388671875,1292082.081602752208709716796875,25886720,16,395
487,75753.5048821270465850830078125,1970891.1224041283130645751953125,38862848,16,593
487,113630.25732319056987762451171875,2989104.68360619246959686279296875,58327040,17,445
487,170445.385984785854816436767578125,4549193.025409288704395294189453125,87556096,19,167
487,255668.0789771787822246551513671875,7085933.5381139330565929412841796875,131596288,19,251
487,383502.11846576817333698272705078125,10891044.30717089958488941192626953125,197656576,19,377
487,575253.177698652260005474090576171875,16598710.460756349377334117889404296875,296747008,20,283
487,862879.7665479783900082111358642578125,25422353.6911345240660011768341064453125,445644800,20,425
487,1294319.64982196758501231670379638671875,38657818.53670178609900176525115966796875,668991488,21,319
487,1941479.474732951377518475055694580078125,59035303.805052679148502647876739501953125,1004535808,21,479
487,2912219.2120994270662777125835418701171875,89601531.7075790187227539718151092529296875,1507852288,21,719
487,4368328.81814914059941656887531280517578125,135450873.56136852808413095772266387939453125,2262827008,21,1079
487,6552493.227223710899124853312969207763671875,204224886.342052792126196436583995819091796875,3395289088,21,1619
487,9828739.8408355663486872799694538116455078125,307385905.5130791881892946548759937286376953125,5093982208,21,2429
487,14743109.76125334952303091995418071746826171875,462127434.26961878228394198231399059295654296875,7642021888,23,911
487,22114664.641880024284546379931271076202392578125,697385455.404428173425912973470985889434814453125,11467227136,23,1367
487,33171996.9628200364268195698969066143035888671875,1050272487.1066422601388694602064788341522216796875,17205035008,23,2051
487,49757995.44423005464022935484535992145538330078125,1579603034.65996339020830419030971825122833251953125,25811746816,23,3077
487,74636993.166345081960344032268039882183074951171875,2373598855.989945085312456285464577376842498779296875,38721814528,26,577
487,111955489.7495176229405160484020598232746124267578125,3593952715.9849176279686844281968660652637481689453125,58116276224,27,433
487,167933234.62427643441077407260308973491191864013671875,5458037937.97737644195302664229529909789562225341796875,87241523200,28,325
487,251899851.936414651616161108904634602367877960205078125,8321274634.966064662929539963442948646843433380126953125,130996502528,31,61
487,377849777.9046219774242416633569519035518169403076171875,13555653776.4490969943943099451644229702651500701904296875,197568495616,33,23
487,566774666.85693296613636249503542785532772541046142578125,24628447960.67364549159146491774663445539772510528564453125,300647710720,33,35
487,850162000.285399449204543742553141782991588115692138671875,41237639237.010468237387197376619951683096587657928466796875,455266533376,33,53
487,1275243000.4280991738068156138297126744873821735382080078125,66151426151.5157023560807960649299275246448814868927001953125,687194767360,37,5
487,1912864500.64214876071022342074456901173107326030731201171875,167946615963.27355353412119409739489128696732223033905029296875,1099511627776,40,1
129,3,1,388,2,97
129,4.5,3.5,584,3,73
129,6.75,9.25,880,4,55
129,10.125,21.875,1328,4,83
129,15.1875,40.8125,2000,4,125
129,22.78125,69.21875,3008,6,47
129,34.171875,135.828125,4544,6,71
129,51.2578125,235.7421875,6848,6,107
129,76.88671875,385.61328125,10304,6,161
129,115.330078125,610.419921875,15488,7,121
129,172.9951171875,979.6298828125,23296,8,91
129,259.49267578125,1597.44482421875,35072,8,137
129,389.239013671875,2524.167236328125,52736,9,103
129,583.8585205078125,4042.2508544921875,79360,9,155
129,875.78778076171875,6319.37628173828125,119296,9,233
129,1313.681671142578125,9735.064422607421875,179200,10,175
129,1970.5225067138671875,15114.5966339111328125,269312,10,263
129,2955.78376007080078125,23183.89495086669921875,404480,10,395
129,4433.675640106201171875,35287.842426300048828125,607232,10,593
129,6650.5134601593017578125,53443.7636394500732421875,911360,11,445
129,9975.77019023895263671875,81189.64545917510986328125,1368064,13,167
129,14963.655285358428955078125,125880.468188762664794921875,2056192,13,251
129,22445.4829280376434326171875,192916.7022831439971923828125,3088384,13,377
129,33668.22439205646514892578125,293471.05342471599578857421875,4636672,14,283
129,50502.336588084697723388671875,448398.580137073993682861328125,6963200,14,425
129,75753.5048821270465850830078125,680789.8702056109905242919921875,10452992,15,319
129,113630.25732319056987762451171875,1037568.80530841648578643798828125,15695872,15,479
129,170445.385984785854816436767578125,1572737.207962624728679656982421875,23560192,15,719
129,255668.0789771787822246551513671875,2375489.8119439370930194854736328125,35356672,15,1079
129,383502.11846576817333698272705078125,3579618.71791590563952922821044921875,53051392,15,1619
129,575253.177698652260005474090576171875,5385812.076873858459293842315673828125,79593472,15,2429
129,862879.7665479783900082111358642578125,8095102.1153107876889407634735107421875,119406592,17,911
129,1294319.64982196758501231670379638671875,12208189.17296618153341114521026611328125,179175424,17,1367
129,1941479.474732951377518475055694580078125,18377819.759449272300116717815399169921875,268828672,17,2051
129,2912219.2120994270662777125835418701171875,27632265.6391739084501750767230987548828125,403308544,17,3077
129,4368328.81814914059941656887531280517578125,41513934.45876086267526261508464813232421875,605028352,20,577
129,6552493.227223710899124853312969207763671875,62795189.688141294012893922626972198486328125,908066816,21,433
129,9828739.8408355663486872799694538116455078125,95241360.5322119410193408839404582977294921875,1363148800,22,325
129,14743109.76125334952303091995418071746826171875,144959192.79831791152901132591068744659423828125,2046820352,25,61
129,22114664.641880024284546379931271076202392578125,234216005.197476867293516988866031169891357421875,3087007744,27,23
129,33171996.9628200364268195698969066143035888671875,418432871.7962153009402754832990467548370361328125,4697620480,27,35
129,49757995.44423005464022935484535992145538330078125,694758171.69432295141041322494857013225555419921875,7113539584,27,53
129,74636993.166345081960344032268039882183074951171875,1109246121.541484427115619837422855198383331298828125,10737418240,31,5
129,111955489.7495176229405160484020598232746124267578125,2737611006.3122266406734297561342827975749969482421875,17179869184,34,1
459,3,1,1378,1,689
459,4.5,2.5,2068,2,517
459,6.75,5.75,3104,5,97
459,10.125,24.625,4672,6,73
459,15.1875,68.9375,7040,7,55
459,22.78125,167.40625,10624,7,83
459,34.171875,315.109375,16000,7,125
459,51.2578125,536.6640625,24064,9,47
459,76.88671875,1060.99609375,36352,9,71
459,115.330078125,1847.494140625,54784,9,107
459,172.9951171875,3027.2412109375,82432,9,161
459,259.49267578125,4796.86181640625,123904,10,121
459,389.239013671875,7707.292724609375,186368,11,91
459,583.8585205078125,12584.9390869140625,280576,11,137
459,875.78778076171875,19901.40863037109375,421888,12,103
459,1313.681671142578125,31900.112945556640625,634880,12,155
459,1970.5225067138671875,49898.1694183349609375,954368,12,233
459,2955.78376007080078125,76895.25412750244140625,1433600,13,175
459,4433.675640106201171875,119438.881191253662109375,2154496,13,263
459,6650.5134601593017578125,183254.3217868804931640625,3235840,13,395
459,9975.77019023895263671875,278977.48268032073974609375,4857856,13,593
459,14963.655285358428955078125,422562.224020481109619140625,7290880,14,445
459,22445.4829280376434326171875,642035.3360307216644287109375,10944512,16,167
459,33668.22439205646514892578125,995821.00404608249664306640625,16449536,16,251
459,50502.336588084697723388671875,1526499.506069123744964599609375,24707072,16,377
459,75753.5048821270465850830078125,2322517.2591036856174468994140625,37093376,17,283
459,113630.25732319056987762451171875,3549311.88865552842617034912109375,55705600,17,425
459,170445.385984785854816436767578125,5389503.832983292639255523681640625,83623936,18,319
459,255668.0789771787822246551513671875,8215327.7494749389588832855224609375,125566976,18,479
459,383502.11846576817333698272705078125,12454063.62421240843832492828369140625,188481536,18,719
459,575253.177698652260005474090576171875,18812167.436318612657487392425537109375,282853376,18,1079
459,862879.7665479783900082111358642578125,28349323.1544779189862310886383056640625,424411136,18,1619
459,1294319.64982196758501231670379638671875,42655056.73171687847934663295745849609375,636747776,18,2429
459,1941479.474732951377518475055694580078125,64113657.097575317719019949436187744140625,955252736,20,911
459,2912219.2120994270662777125835418701171875,96694773.6463629765785299241542816162109375,1433403392,20,1367
459,4368328.81814914059941656887531280517578125,145566448.46954446486779488623142242431640625,2150629376,20,2051
459,6552493.227223710899124853312969207763671875,218873960.704316697301692329347133636474609375,3226468352,20,3077
459,9828739.8408355663486872799694538116455078125,328835229.0564750459525384940207004547119140625,4840226816,23,577
459,14743109.76125334952303091995418071746826171875,497447147.58471256892880774103105068206787109375,7264534528,24,433
459,22114664.641880024284546379931271076202392578125,754559329.377068853393211611546576023101806640625,10905190400,25,325
459,33171996.9628200364268195698969066143035888671875,1148616210.0656032800898174173198640346527099609375,16374562816,28,61
459,49757995.44423005464022935484535992145538330078125,1857142043.09840492013472612597979605197906494140625,24696061952,30,23
459,74636993.166345081960344032268039882183074951171875,3322583976.647607380202089188969694077968597412109375,37580963840,30,35
459,111955489.7495176229405160484020598232746124267578125,5520746876.9714110703031337834545411169528961181640625,56908316672,30,53
459,167933234.62427643441077407260308973491191864013671875,8817991227.45711660545470067518181167542934417724609375,85899345920,34,5
459,251899851.936414651616161108904634602367877960205078125,21816921433.185674908182051012772717513144016265869140625,137438953472,37,1
345,3,1,1036,2,259
